text_1,text_2,text_3,text_4,constructive,test_1,test_2,test_3,test_4
what gutless comment . the globe mail take ' wishy - washy ' new hight !,what gutless comment . the globe mail take ' wishy - washy ' new hight !,what a gutless comment . the globe and mail take ' wishy - washy ' to a new hight !,what a gutless comment . the globe and mail take ' wishy - washy ' to a new hight !,0,1,1,1,1
unfortunately ms wente turn criminal issue bigoted tirade immigrant refugee .,unfortunately ms wente turn criminal issue bigoted tirade immigrant refugee .,unfortunately ms wente be turn a criminal issue into a bigoted tirade against immigrant and refugee .,unfortunately ms wente be turn a criminal issue into a bigoted tirade against immigrant and refugee .,0,1,1,1,1
it be good see ndp practicing mean dirty politics receive end many year . good rachel . keep up !,it be good see ndp practicing mean dirty politics receive end many year . good rachel . keep up !,it be good to see the ndp practice some of the mean and dirty politics that they have be on the receive end of for so many year . good for you rachel . keep it up !,it be good to see the ndp practice some of the mean and dirty politics that they have be on the receive end of for so many year . good for you rachel . keep it up !,0,1,1,1,1
"who invent progressive ' class ' , when ?","who invent progressive ' class ' , when ?","who invent the progressive ' class ' , and when ?","who invent the progressive ' class ' , and when ?",0,1,1,1,1
"6 jet pure politics home audience , craft foreign policy goal strategy #cdnpoli","6 jet pure politics home audience , craft foreign policy goal strategy #cdnpoli","6 jet be pure politics for home audience , now we be craft a foreign policy with goal and strategy #cdnpoli","6 jet be pure politics for home audience , now we be craft a foreign policy with goal and strategy #cdnpoli",0,1,1,1,1
g&m logic : heave harper ! vote conservative !,g&m logic : heave harper ! vote conservative !,g&m logic : heave harper ! vote conservative !,g&m logic : heave harper ! vote conservative !,0,1,1,1,1
senate appiontment follow g&m. duffy smile .,senate appiontment follow g&m. duffy smile .,senate appiontment will follow for the g&m . duffy will be smile .,senate appiontment will follow for the g&m . duffy will be smile .,0,1,1,1,1
perhaps time globe mail review editorial board !,perhaps time globe mail review editorial board !,perhaps it be time for the globe and mail to review its editorial board !,perhaps it be time for the globe and mail to review its editorial board !,0,1,1,1,1
i think editorial soundly reason . the part make sense endorsement conservative party .,i think editorial soundly reason . the part make sense endorsement conservative party .,i think this editorial be soundly reason . the only part that do not make sense be the endorsement of the conservative party .,i think this editorial be soundly reason . the only part that do not make sense be the endorsement of the conservative party .,0,1,1,1,1
"when regular folk can not afford live there , sustainable . who would start business there , realtor non-productive type ?","when regular folk can not afford live there , sustainable . who would start business there , realtor non-productive type ?","when regular folk can not afford to live there , it be not sustainable . who would start a business there , other than a realtor or other non-productive type ?","when regular folk can not afford to live there , it be not sustainable . who would start a business there , other than a realtor or other non-productive type ?",0,1,1,1,1
"poor baby might commute 30 40 minute work . sorry mississauga , pickering whitby oshawa , milton , oakville , burlington georgetown disagree . there be lot affordable housing around vancouver .","poor baby might commute 30 40 minute work . sorry mississauga , pickering whitby oshawa , milton , oakville , burlington georgetown disagree . there be lot affordable housing around vancouver .","poor baby they might have to commute 30 or 40 minute to work . sorry mississauga , pickering whitby oshawa , milton , oakville , burlington and georgetown disagree . there be lot of affordable housing around vancouver .","poor baby they might have to commute 30 or 40 minute to work . sorry mississauga , pickering whitby oshawa , milton , oakville , burlington and georgetown disagree . there be lot of affordable housing around vancouver .",0,1,1,1,1
"a unfortunate situation many vancouver , great opportunity calgary . fall house price , acre cheap , high - quality office space . maybe possible diversify economy !","a unfortunate situation many vancouver , great opportunity calgary . fall house price , acre cheap , high - quality office space . maybe possible diversify economy !","a unfortunate situation for many in vancouver , but a great opportunity for calgary . fall house price , acre of cheap , high - quality office space . maybe it be possible to diversify the economy !","a unfortunate situation for many in vancouver , but a great opportunity for calgary . fall house price , acre of cheap , high - quality office space . maybe it be possible to diversify the economy !",0,1,1,1,1
relax . quebec vote separate . they become canada albania eu . late quebec vote join canada . will take back ?,relax . quebec vote separate . they become canada albania eu . late quebec vote join canada . will take back ?,relax . quebec will vote to separate . they will become to canada as albania be to the eu . late on quebec will vote to join canada . will we take they back ?,relax . quebec will vote to separate . they will become to canada as albania be to the eu . late on quebec will vote to join canada . will we take they back ?,0,1,1,1,1
teacher college screen process education .,teacher college screen process education .,teacher college be more of a screen process than a education .,teacher college be more of a screen process than a education .,0,1,1,1,1
we international joke .,we international joke .,we be a international joke .,we be a international joke .,0,1,1,1,1
"sorry margaret , lot person find offensive someone would want cover face citizenship ceremony . tell person believe ' be attack freedoms' hyperbolic .","sorry margaret , lot person find offensive someone would want cover face citizenship ceremony . tell person believe ' be attack freedoms' hyperbolic .","sorry margaret , but a lot of person find it offensive that someone would want to cover their face at their citizenship ceremony . tell person who believe this that they ' be attack freedom ' be hyperbolic .","sorry margaret , but a lot of person find it offensive that someone would want to cover their face at their citizenship ceremony . tell person who believe this that they ' be attack freedom ' be hyperbolic .",0,1,1,1,1
let see i get right . they take i mean take money plebe build transit system business class . write down : the ' business class ' take transit . there i save another half billion . in my dream .,let see i get right . they take i mean take money plebe build transit system business class . write down : the ' business class ' take transit . there i save another half billion . in my dream .,let i see if i get this right . they take and i mean take the money from the plebe and build a transit system for the business class . write this down : the ' business class ' do not take transit . there i just save another half billion . in my dream .,let i see if i get this right . they take and i mean take the money from the plebe and build a transit system for the business class . write this down : the ' business class ' do not take transit . there i just save another half billion . in my dream .,0,1,1,1,1
forget must come together stuff . that work consultant academic . it take strong ( new ) leadership lead to darkness .,forget ' must come together ' stuff . that work consultant academic . it take strong ( new ) leadership lead to darkness .,forget this we must all come together stuff . that only work for consultant and academic . it will take strong ( new ) leadership to lead to out of the darkness .,forget this ' we must all come together ' stuff . that only work for consultant and academic . it will take strong ( new ) leadership to lead to out of the darkness .,0,1,1,1,1
"the fact be , never many much little earn it . whine work .","the fact be , never many much little earn it . whine work .","the fact be , never have so many have so much while do so little to earn it . whining be not the same as work .","the fact be , never have so many have so much while do so little to earn it . whining be not the same as work .",0,1,1,1,1
"in 50 year white professor ask question , ' why white cabinet ? '","in 50 year white professor ask question , ' why white cabinet ? '","in 50 year some white professor will be ask the question , ' why be not there more white in cabinet ? '","in 50 year some white professor will be ask the question , ' why be not there more white in cabinet ? '",0,1,1,1,1
"we see true - deau . maybe love - in cool down . mind you , some , j2 defend tooth nail behaviour would get person fire .","we see true - deau . maybe love - in cool down . mind you , some , j2 defend tooth nail behaviour would get person fire .","we now see the true - deau . maybe now the love - in will cool down . mind you , for some , j2 will be defend tooth and nail for behaviour that would get most person fire .","we now see the true - deau . maybe now the love - in will cool down . mind you , for some , j2 will be defend tooth and nail for behaviour that would get most person fire .",0,1,1,1,1
china helpful ever i see,china helpful ever i see,china be as helpful as ever i see,china be as helpful as ever i see,0,1,1,1,1
sour grape fine !,sour grape fine !,sour grape at its fine !,sour grape at its fine !,0,1,1,1,1
"trump also person despise cabal barnacle hillary : bankster , media owner , globalizer republican elite own , democratic insider , satchel - face radcliffe bryn mawr psychopath , big labour boss ...","trump also person despise cabal barnacle hillary : bankster , media owner , globalizer republican elite own , democratic insider , satchel - face radcliffe bryn mawr psychopath , big labour boss ...","trump also win because person despise the cabal that barnacle itself to hillary : bankster , media owner , globalizer and the republican elite they own , democratic insider , satchel - face radcliffe and bryn mawr psychopath , big labour boss ...","trump also win because person despise the cabal that barnacle itself to hillary : bankster , media owner , globalizer and the republican elite they own , democratic insider , satchel - face radcliffe and bryn mawr psychopath , big labour boss ...",0,1,1,1,1
"' a future conservative party ... would shoot make good country slightly well . '. no , no , no . there never another conservative government every reformer purge party .","' a future conservative party ... would shoot make good country slightly well . '. no , no , no . there never another conservative government every reformer purge party .","' a future conservative party ... would have a shot at make this very good country slightly good . '. no , no , no and no . there will never be another conservative government until every reformer be purge from the party .","' a future conservative party ... would have a shot at make this very good country slightly good . '. no , no , no and no . there will never be another conservative government until every reformer be purge from the party .",0,1,1,1,1
"i agree completely language applaud government take strong stand . a comment though , male genital mutilation still commonly practice canada , give nice name assign questionable medical benefit .","i agree completely language applaud government take strong stand . a comment though , male genital mutilation still commonly practice canada , give nice name assign questionable medical benefit .","i agree completely with the language and applaud the government for take a strong stand . a comment though , male genital mutilation be still commonly practice in canada , we just give it a nice name and assign it questionable medical benefit .","i agree completely with the language and applaud the government for take a strong stand . a comment though , male genital mutilation be still commonly practice in canada , we just give it a nice name and assign it questionable medical benefit .",0,1,1,1,1
this article surpass anything i have read newspaper united state . i take hat ms southey . this wonderful piece writing . it compress large number idea word connect they . outstanding .,this article surpass anything i have read newspaper united state . i take hat ms southey . this wonderful piece writing . it compress large number idea word connect they . outstanding .,this article surpass anything i have read in any newspaper in the united state . i take my hat off to ms southey . this be a wonderful piece of writing . it compress a large number of idea into very few word and connect all of they . outstanding .,this article surpass anything i have read in any newspaper in the united state . i take my hat off to ms southey . this be a wonderful piece of writing . it compress a large number of idea into very few word and connect all of they . outstanding .,0,1,1,1,1
look like full assault g&m . anyone axe grind fords give soapbox smear will .,look like full assault g&m . anyone axe grind fords give soapbox smear will .,look like a full out assault by the g&m . anyone with a axe to grind with the fords be give a soapbox to smear at will .,look like a full out assault by the g&m . anyone with a axe to grind with the fords be give a soapbox to smear at will .,0,1,1,1,1
"another article fuel donald trump , , decide get bernie bandwagon , might different story .. love watch ridiculous many many politician fall category","another article fuel donald trump , , decide get bernie bandwagon , might different story .. love watch ridiculous many many politician fall category","here be just another article that fuel donald trump , , if they all decide to get on the bernie bandwagon , it might be a different story .. but we love to watch the ridiculous and many many politician fall into this category","here be just another article that fuel donald trump , , if they all decide to get on the bernie bandwagon , it might be a different story .. but we love to watch the ridiculous and many many politician fall into this category",0,1,1,1,1
"i learn another category today .. ' genderqueer ' . 'a person subscribe conventional gender distinction identify neither , both , combination male female gender . ' also know ' non binary ' ' gender - expansive ' .","i learn another category today .. ' genderqueer ' . 'a person subscribe conventional gender distinction identify neither , both , combination male female gender . ' also know ' non binary ' ' gender - expansive ' .","i learn of another category today .. ' genderqueer ' . 'a person who do not subscribe to conventional gender distinction but identify with neither , both , or a combination of male and female gender . ' also know as ' non binary ' or ' gender - expansive ' .","i learn of another category today .. ' genderqueer ' . 'a person who do not subscribe to conventional gender distinction but identify with neither , both , or a combination of male and female gender . ' also know as ' non binary ' or ' gender - expansive ' .",0,1,1,1,1
"instead , recharging centre ? canada need good management that be ideology - free .","instead , recharging centre ? canada need good management that be ideology - free .","instead , how about just recharge the centre ? canada need good management that be ideology - free .","instead , how about just recharge the centre ? canada need good management that be ideology - free .",0,1,1,1,1
"the sheer arrogance liberal party something behold ...... you would think decimate third party status , almost oblivion recently , might humble bit ....... alas thing . i can not wait trounce again .","the sheer arrogance liberal party something behold ...... you would think decimate third party status , almost oblivion recently , might humble bit ....... alas thing . i can not wait trounce again .","the sheer arrogance of the liberal party be something to behold ...... you would think after be decimate to third party status , almost oblivion recently , might have humble they a bit ....... alas no such thing . i can not wait until they be trounce again .","the sheer arrogance of the liberal party be something to behold ...... you would think after be decimate to third party status , almost oblivion recently , might have humble they a bit ....... alas no such thing . i can not wait until they be trounce again .",0,1,1,1,1
i would like keep air - tight barrier church state . i support state sponsor secularism .,i would like keep air - tight barrier church state . i support state sponsor secularism .,i would like to keep a air - tight barrier between church and state . i support state sponsor secularism .,i would like to keep a air - tight barrier between church and state . i support state sponsor secularism .,0,1,1,1,1
"in general , i support quebec 's ( as yet unknown ) propose legislation . but saunders right one thing : quebec 's first step must remove cross national assembly .","in general , i support quebec 's ( as yet unknown ) propose legislation . but saunders right one thing : quebec 's first step must remove cross national assembly .","in general , i support quebec 's ( as yet unknown ) propose legislation . but saunders be right about one thing : quebec 's first step must be to remove the cross from the national assembly .","in general , i support quebec 's ( as yet unknown ) propose legislation . but saunders be right about one thing : quebec 's first step must be to remove the cross from the national assembly .",0,1,1,1,1
ms southey make claim simply support video .,ms southey make claim simply support video .,ms southey make some claim that be simply not support on the video .,ms southey make some claim that be simply not support on the video .,0,1,1,1,1
when conservatives implement income split spouse get lot voter back .,when conservatives implement income split spouse get lot voter back .,when the conservatives implement income split for spouse they will get a lot of voter back .,when the conservatives implement income split for spouse they will get a lot of voter back .,0,1,1,1,1
i laugh day conservative complain ' liberal media bias ' . this reality : corporate media endorse conservative candidate 95 % time . even globe mail .,i laugh day conservative complain ' liberal media bias ' . this reality : corporate media endorse conservative candidate 95 % time . even globe mail .,i have to laugh this day when conservative complain about ' liberal media bias ' . this be the reality : corporate media endorse conservative candidate 95 % of the time . even the globe and mail .,i have to laugh this day when conservative complain about ' liberal media bias ' . this be the reality : corporate media endorse conservative candidate 95 % of the time . even the globe and mail .,0,1,1,1,1
"we stupid 416 . we keep elect crooked , incompetent maroon .","we stupid 416 . we keep elect crooked , incompetent maroon .","we be too stupid in the 416 . we will just keep elect this crooked , incompetent maroon .","we be too stupid in the 416 . we will just keep elect this crooked , incompetent maroon .",0,1,1,1,1
mcguinty liar !,mcguinty liar !,mcguinty be a liar !,mcguinty be a liar !,0,1,1,1,1
harper conservatives far great threath canada 's security future . it patriotic duty canadian retire ... gang ... foreseeable future !,harper conservatives far great threath canada 's security future . it patriotic duty canadian retire ... gang ... foreseeable future !,harper and his conservatives be by far the great threath to canada 's security and and future . it will be the patriotic duty of all canadian to retire this ... gang ... for the foreseeable future !,harper and his conservatives be by far the great threath to canada 's security and and future . it will be the patriotic duty of all canadian to retire this ... gang ... for the foreseeable future !,0,1,1,1,1
"trump deal - make moderate owe nothing washington cabal . the remain candidate do - nothing senator , clinton gravely corrupt , bad generation . not even choice here .","trump deal - make moderate owe nothing washington cabal . the remain candidate do - nothing senator , clinton gravely corrupt , bad generation . not even choice here .","trump be a deal - make moderate who owe nothing to the washington cabal . the remain candidate be do - nothing senator , clinton gravely corrupt , the bad in generation . not even a choice here .","trump be a deal - make moderate who owe nothing to the washington cabal . the remain candidate be do - nothing senator , clinton gravely corrupt , the bad in generation . not even a choice here .",0,1,1,1,1
sarah kendzior look like typical progressive nutcase … i even need read article know garbage .,sarah kendzior look like typical progressive nutcase … i even need read article know garbage .,sarah kendzior look like a typical progressive nutcase … i do not even need to read the article to know that it be garbage .,sarah kendzior look like a typical progressive nutcase … i do not even need to read the article to know that it be garbage .,0,1,1,1,1
thanks jeffery . do not stop skewer so - call conservative government 's hypocrisy . canada continue seriously go rail long extremist power . stop harper !,thanks jeffery . do not stop skewer so - call conservative government 's hypocrisy . canada continue seriously go rail long extremist power . stop harper !,thanks jeffery . do not stop skewer this so - call conservative government 's hypocrisy . canada continue to seriously go off the rail as long as this extremist be in power . stop harper !,thanks jeffery . do not stop skewer this so - call conservative government 's hypocrisy . canada continue to seriously go off the rail as long as this extremist be in power . stop harper !,0,1,1,1,1
"reality suck , eh trump supporter ?","reality suck , eh trump supporter ?","reality suck , eh trump supporter ?","reality suck , eh trump supporter ?",0,1,1,1,1
"drastic immigration reform require . however , political correctness / cowardice preclude it .","drastic immigration reform require . however , political correctness / cowardice preclude it .","drastic immigration reform be require . however , political correctness / cowardice will preclude it .","drastic immigration reform be require . however , political correctness / cowardice will preclude it .",0,1,1,1,1
"... sure good thing con spend money monitor comment . equallymonitored backbencher probably keep tabs here , too .","... sure good thing con spend money monitor comment . equallymonitored backbencher probably keep tabs here , too .","... sure be a good thing con be spend our money monitor this comment . the equallymonitored backbencher be probably keep tabs on here , too .","... sure be a good thing con be spend our money monitor this comment . the equallymonitored backbencher be probably keep tabs on here , too .",0,1,1,1,1
"this nut ! that support , condone legitimise nutbar think espouse university administrator proof tax money well spend .","this nut ! that support , condone legitimise nutbar think espouse university administrator proof tax money well spend .","this be nut ! that we support , condone and legitimise the nutbar thinking espouse by the university administrator be proof that our tax money be not well spend .","this be nut ! that we support , condone and legitimise the nutbar thinking espouse by the university administrator be proof that our tax money be not well spend .",0,1,1,1,1
this truly weird .,this truly weird .,this be truly weird .,this be truly weird .,0,1,1,1,1
do canada need conservative party ...... no mean one get soundly defeat last federal election yes mean real conservative party canada hijack harper .,do canada need conservative party ...... no mean one get soundly defeat last federal election yes mean real conservative party canada hijack harper .,do canada need the conservative party ...... no if you mean the one which get soundly defeat in the last federal election yes if you mean the real conservative party of canada which be hijack by harper .,do canada need the conservative party ...... no if you mean the one which get soundly defeat in the last federal election yes if you mean the real conservative party of canada which be hijack by harper .,0,1,1,1,1
i guess preston consider warm fuzzy good cold cynical .,i guess preston consider warm fuzzy good cold cynical .,i guess preston consider warm and fuzzy good than cold and cynical .,i guess preston consider warm and fuzzy good than cold and cynical .,0,1,1,1,1
"ok , dalton mcguinty back ready new challenge . impossible nothing .","ok , dalton mcguinty back ready new challenge . impossible nothing .","ok , so dalton mcguinty be back and ready for new challenge . impossible be nothing .","ok , so dalton mcguinty be back and ready for new challenge . impossible be nothing .",0,1,1,1,1
problem harper shape conservative party image . the globe endorse old reform party .,problem harper shape conservative party image . the globe endorse old reform party .,the problem be that harper have shape the conservative party to his image . the globe be endorse the old reform party .,the problem be that harper have shape the conservative party to his image . the globe be endorse the old reform party .,0,1,1,1,1
"canadian history forever remember : the prime minister dirty trick , the government dirty trick , party dirty trick , ... for goal electoral victory justify any mean !","canadian history forever remember : the prime minister dirty trick , the government dirty trick , party dirty trick , ... for goal electoral victory justify any mean !","canadian history will forever remember : the prime minister of dirty trick , the government of dirty trick , the party of dirty trick , ... for whom the goal of electoral victory justify any mean !","canadian history will forever remember : the prime minister of dirty trick , the government of dirty trick , the party of dirty trick , ... for whom the goal of electoral victory justify any mean !",0,1,1,1,1
"wow ! game , set match . well do .","wow ! game , set match . well do .","wow ! game , set and match . well do .","wow ! game , set and match . well do .",0,1,1,1,1
"to mr. walmsely , you know reader understand real canadian value . t","to mr. walmsely , you know reader understand real canadian value . t","to mr. walmsely , you do not know your reader nor do you understand real canadian value . t","to mr. walmsely , you do not know your reader nor do you understand real canadian value . t",0,1,1,1,1
what need salacious divorce record twitter account . and thousand post comment section . then we will see someone get smear attack .,what need salacious divorce record twitter account . and thousand post comment section . then we will see someone get smear attack .,what we need here be some salacious divorce record and a twitter account . and a few thousand post on this comment section . then we will see someone get smear and attack .,what we need here be some salacious divorce record and a twitter account . and a few thousand post on this comment section . then we will see someone get smear and attack .,0,1,1,1,1
"very well do , ms. southey . kudos !","very well do , ms. southey . kudos !","very well do , ms. southey . kudos !","very well do , ms. southey . kudos !",0,1,1,1,1
most canadian look forward end harper 's heartless experiment run country like corporation . it work .,most canadian look forward end harper 's heartless experiment run country like corporation . it work .,most canadian look forward to the end of harper 's heartless experiment of run a country like a corporation . it just do not work .,most canadian look forward to the end of harper 's heartless experiment of run a country like a corporation . it just do not work .,0,1,1,1,1
nice comb jeff .,nice comb - jeff .,nice comb over jeff .,nice comb - over jeff .,0,1,1,1,1
"note g&m moderator : remember , author g&m columnist first suggest eat newspaper column , i .","note g&m moderator : remember , author g&m columnist first suggest eat newspaper column , i .","note to g&m moderator : remember , it be the author of this g&m columnist who first suggest the eating of a newspaper column , not i .","note to g&m moderator : remember , it be the author of this g&m columnist who first suggest the eating of a newspaper column , not i .",0,1,1,1,1
submission may acceptable letter editor extensive cut full length comment ! what next ? a full page article harper trudeau run government !,submission may acceptable letter editor extensive cut full length comment ! what next ? a full page article harper trudeau run government !,submission may have be acceptable as a letter to the editor after extensive cut but as a full length comment ! what be next ? a full page article from harper on how trudeau should run the government !,submission may have be acceptable as a letter to the editor after extensive cut but as a full length comment ! what be next ? a full page article from harper on how trudeau should run the government !,0,1,1,1,1
junior give new life old foreign service tradition : diplomat want deride belittle someone 's idea would tag ' another worthy canadian initiative ' .,junior give new life old foreign service tradition : diplomat want deride belittle someone 's idea would tag ' another worthy canadian initiative ' .,junior have give new life to the old foreign service tradition : when diplomat want to deride and belittle someone 's idea they would tag it ' another worthy canadian initiative ' .,junior have give new life to the old foreign service tradition : when diplomat want to deride and belittle someone 's idea they would tag it ' another worthy canadian initiative ' .,0,1,1,1,1
"bravo zulu , right ms. wente one time good article . realism strange bed -fellow trudeau liberal .","bravo zulu , right ms. wente one time good article . realism strange bed -fellow trudeau liberal .","bravo zulu , right on ms. wente one of your all time good article . realism be a strange bed -fellow for the trudeau liberal .","bravo zulu , right on ms. wente one of your all time good article . realism be a strange bed -fellow for the trudeau liberal .",0,1,1,1,1
"the perpetually crisis - ride economy europe last 15 year help matter either . one disaster another , follow patch thing carry till next disaster .","the perpetually crisis - ride economy europe last 15 year help matter either . one disaster another , follow patch thing carry till next disaster .","the perpetually crisis - ride economy in europe the last 15 year have not help matter either . one disaster after another , follow by patch thing up to carry on till the next disaster .","the perpetually crisis - ride economy in europe the last 15 year have not help matter either . one disaster after another , follow by patch thing up to carry on till the next disaster .",0,1,1,1,1
it be wonder conservative constantly war mode . the loony left ruthless country . how would feel someone send sever foot mail tell everyone see video footage smoking crack ?,it be wonder conservative constantly war mode . the loony left ruthless country . how would feel someone send sever foot mail tell everyone see video footage smoking crack ?,it be no wonder conservative be constantly in war mode . the loony left be ruthless in this country . how would you feel if someone send you a severed foot in the mail or tell everyone they have see video footage of you smoking crack ?,it be no wonder conservative be constantly in war mode . the loony left be ruthless in this country . how would you feel if someone send you a severed foot in the mail or tell everyone they have see video footage of you smoking crack ?,0,1,1,1,1
and newspaper wholeheartedly endorse harper 2011 . shame g&m ! this bill tip heinous man allow re-elect . we must watch next election cheat . do let happen,and newspaper wholeheartedly endorse harper 2011 . shame g&m ! this bill tip heinous man allow re-elect . we must watch next election cheat . do let happen,and this be from a newspaper that wholeheartedly endorse harper in 2011 . shame on you g&m ! this bill be only the tip of what this heinous man will do if he be allow to be re-elect . we must watch he this next election because he will cheat . do not let this happen,and this be from a newspaper that wholeheartedly endorse harper in 2011 . shame on you g&m ! this bill be only the tip of what this heinous man will do if he be allow to be re-elect . we must watch he this next election because he will cheat . do not let this happen,0,1,1,1,1
sorry g&m . i look . his poll number continue rise . he irrational idiotic leader perfect represent irrational base within gop . he set lead usa full fledge kleptocratic fascist police state .,sorry g&m . i look . his poll number continue rise . he irrational idiotic leader perfect represent irrational base within gop . he set lead usa full fledge kleptocratic fascist police state .,sorry g&m . i look . his poll number continue to rise . he be a irrational and idiotic leader and perfect to represent his irrational base within the gop . he be all set to lead the usa into be a full fledged kleptocratic fascist police state .,sorry g&m . i look . his poll number continue to rise . he be a irrational and idiotic leader and perfect to represent his irrational base within the gop . he be all set to lead the usa into be a full fledged kleptocratic fascist police state .,0,1,1,1,1
"lucky you , able keep job last 10 year unlike many we . new job easily find 55 . we end living acquire qualify pension .","lucky you , able keep job last 10 year unlike many we . new job easily find 55 . we end living acquire qualify pension .","lucky you , you be able to keep your job for the last 10 year unlike many of we . new job be not easily find when you be over 55 . we end up live off what we have acquire before we qualify for pension .","lucky you , you be able to keep your job for the last 10 year unlike many of we . new job be not easily find when you be over 55 . we end up live off what we have acquire before we qualify for pension .",0,1,1,1,1
"even bill maher talk gay mafia . one core tenet western society free speech right hold different view . not though come gay either agree view , they will try destroy","even bill maher talk gay mafia . one core tenet western society free speech right hold different view . not though come gay - either agree view , they will try destroy","even bill maher be talk about the gay mafia . one of the core tenet of western society be free speech and the right to hold different view . not though when it come to gay you either agree with their view , if not they will try and destroy you","even bill maher be talk about the gay mafia . one of the core tenet of western society be free speech and the right to hold different view . not though when it come to gay - you either agree with their view , if not they will try and destroy you",0,1,1,1,1
"it be time look new prey , marcus . you brethren chew sinewy meat bone topic .","it be time look new prey , marcus . you brethren chew sinewy meat bone topic .","it be time to look for a new prey , marcus . you and your brethren chew all the sinewy meat off the bone of this topic .","it be time to look for a new prey , marcus . you and your brethren chew all the sinewy meat off the bone of this topic .",0,1,1,1,1
the oppa might even help hudak win election . one might almost get impression police union league conservatives either oppa pretty stupid .,the oppa might even help hudak win election . one might almost get impression police union league conservatives - either oppa pretty stupid .,the oppa might even help hudak win this election . one might almost get the impression that the police union be in league with the conservatives it be either that or the oppa be pretty stupid .,the oppa might even help hudak win this election . one might almost get the impression that the police union be in league with the conservatives - it be either that or the oppa be pretty stupid .,0,1,1,1,1
...... welcome nanny state . it accident wynne announce late boondoggle elementary class .,...... welcome nanny state . it accident wynne announce late boondoggle elementary class .,...... welcome to the nanny state . it be no accident that wynne announce this late boondoggle to a elementary class .,...... welcome to the nanny state . it be no accident that wynne announce this late boondoggle to a elementary class .,0,1,1,1,1
editorial like i find globe mail valuable . the canadian perspective politics often clear much objective own . well - do !!,editorial like i find globe mail valuable . the canadian perspective politics often clear much objective own . well - do !!,editorial like this be why i find the globe and mail so valuable . the canadian perspective on our politics be often clear and much more objective than our own . well - do !!,editorial like this be why i find the globe and mail so valuable . the canadian perspective on our politics be often clear and much more objective than our own . well - do !!,0,1,1,1,1
i dle how funded no more hand out no more . i say taxpayer take action .,( i dle ) how funded no more hand out no more . i say taxpayer take action .,i dle no more how about funded no more or hand out no more . i say taxpayer take action .,( i dle no more ) how about funded no more or hand out no more . i say taxpayer take action .,0,1,1,1,1
"can anyone comment detail ? be [ 60 hour week ] job p.e.i. real , high number ( of hour ) ( re ) qualify ei small number week ?","can anyone comment detail ? be [ 60 hour week ] job p.e.i. real , high number ( of hour ) ( re ) qualify ei small number week ?","can anyone comment on this detail ? be a [ 60 hour a week ] job in p.e.i. for real , or just a high number ( of hour ) to ( re ) qualify for ei in a small number of week ?","can anyone comment on this detail ? be a [ 60 hour a week ] job in p.e.i. for real , or just a high number ( of hour ) to ( re ) qualify for ei in a small number of week ?",0,1,1,1,1
"as mr. ghomeshi , verdict mean do not it ? not all . 'too bad legal system recourse situation . it be black white issues- shade grey .","' as mr. ghomeshi , verdict mean do not it ? not all . 'too bad legal system recourse situation . it be black white issues- shade grey .","as for mr. ghomeshi , do this verdict mean he do not do it ? not at all . 'too bad that the legal system do not have a recourse for this situation . it be more for black and white issues- not shade of grey .","' as for mr. ghomeshi , do this verdict mean he do not do it ? not at all . 'too bad that the legal system do not have a recourse for this situation . it be more for black and white issues- not shade of grey .",0,1,1,1,1
we much large problem gender inequality political correctness concern about . what balance budget ? live election promise ? what unemployment ? east / west division ?,we much large problem gender inequality political correctness concern about . what balance budget ? live election promise ? what unemployment ? east / west division ?,we have much large problem than gender inequality and political correctness to be concern about . what about a balanced budget ? what about live up to your election promise ? what about unemployment ? what about east / west division ?,we have much large problem than gender inequality and political correctness to be concern about . what about a balanced budget ? what about live up to your election promise ? what about unemployment ? what about east / west division ?,0,1,1,1,1
"i contest statistic . however , i say son 's french immersion education provide excellent career opportunity fluent french .","i contest statistic . however , i say son 's french immersion education provide excellent career opportunity fluent french .","i will not contest the statistic . however , i will say that my son 's french immersion education have provide he with excellent career opportunity that he would not have have if he have not be fluent in french .","i will not contest the statistic . however , i will say that my son 's french immersion education have provide he with excellent career opportunity that he would not have have if he have not be fluent in french .",0,1,1,1,1
"unbelievable ! this editorial crazy - make , make sense i can not believe make print .","unbelievable ! this editorial crazy - make , make sense i can not believe make print .","unbelievable ! this editorial be crazy - make , make no sense and i can not believe it make it to print .","unbelievable ! this editorial be crazy - make , make no sense and i can not believe it make it to print .",0,1,1,1,1
"the last line article hilarious . ford ' good check fact . ' haaaaaahahahaha , hoohohoho ........ he be rob ford ; need stinkin' fact !!!","the last line article hilarious . ford ' good check fact . ' haaaaaahahahaha , hoohohoho ........ he be rob ford ; need stinkin' fact !!!","the last line of this article be hilarious . ford ' well check his fact . ' haaaaaahahahaha , hoohohoho ........ he be rob ford ; do not need no stinkin ' fact !!!","the last line of this article be hilarious . ford ' well check his fact . ' haaaaaahahahaha , hoohohoho ........ he be rob ford ; do not need no stinkin ' fact !!!",0,1,1,1,1
despicable article . this worthy globe mail .,despicable article . this worthy globe mail .,despicable article . this be not worthy of the globe and mail .,despicable article . this be not worthy of the globe and mail .,0,1,1,1,1
"margaret , senior . it be bigoted stance transgender child .","margaret , senior . it be bigoted stance transgender child .","margaret , it be not because you be a senior . it be because of your bigoted stance on transgender child .","margaret , it be not because you be a senior . it be because of your bigoted stance on transgender child .",0,1,1,1,1
